time,wx,wy,wz
3.256,-1.95,-1.90,0.23
3.261,-2.01,-1.79,0.24
3.265,-2.07,-1.69,0.25
3.271,-2.12,-1.59,0.28
3.276,-2.15,-1.50,0.32
3.282,-2.16,-1.42,0.36
3.287,-2.13,-1.35,0.41
3.292,-2.08,-1.24,0.46
3.297,-2.02,-1.12,0.50
3.302,-1.93,-1.05,0.54
3.311,-1.81,-1.02,0.57
3.312,-1.68,-1.02,0.58
3.316,-1.52,-1.05,0.56
3.335,-1.36,-1.09,0.50
3.336,-1.19,-1.15,0.42
3.337,-1.01,-1.26,0.31
3.337,-0.83,-1.39,0.21
3.341,-0.70,-1.49,0.14
3.346,-0.64,-1.54,0.06
3.352,-0.64,-1.56,-0.01
3.356,-0.68,-1.57,-0.07
3.361,-0.74,-1.58,-0.12
3.366,-0.82,-1.56,-0.16
3.372,-0.90,-1.52,-0.18
3.376,-0.96,-1.48,-0.21
3.381,-1.01,-1.40,-0.29
3.387,-1.07,-1.25,-0.31
3.392,-1.11,-1.17,-0.27
3.397,-1.09,-1.15,-0.21
3.401,-1.07,-1.12,-0.14
3.410,-1.08,-1.02,-0.08
3.415,-1.12,-0.85,-0.00
3.416,-1.15,-0.68,0.07
3.429,-1.15,-0.52,0.14
3.430,-1.13,-0.41,0.21
3.431,-1.08,-0.35,0.28
3.442,-1.02,-0.33,0.33
3.443,-0.95,-0.34,0.38
3.446,-0.86,-0.37,0.41
3.452,-0.77,-0.41,0.43
3.457,-0.68,-0.46,0.45
3.461,-0.61,-0.49,0.45
3.466,-0.58,-0.48,0.43
3.471,-0.59,-0.42,0.41
3.476,-0.62,-0.35,0.39
3.481,-0.65,-0.30,0.36
3.486,-0.69,-0.27,0.33
3.491,-0.72,-0.29,0.31
3.497,-0.73,-0.39,0.28
3.502,-0.73,-0.56,0.25
3.506,-0.74,-0.71,0.22
3.511,-0.80,-0.72,0.19
3.516,-0.87,-0.56,0.18
3.528,-0.90,-0.30,0.19
3.529,-0.86,-0.11,0.21
3.533,-0.74,-0.06,0.23
3.548,-0.61,-0.11,0.27
3.549,-0.56,-0.10,0.33
3.549,-0.62,0.20,0.42
3.551,-0.71,0.84,0.55
3.556,-0.66,1.75,0.70
3.561,-0.27,2.71,0.87
3.566,0.67,3.26,1.04
3.571,1.64,3.12,1.21
3.576,2.00,2.43,1.37
3.581,1.65,1.54,1.47
3.587,0.94,0.34,1.51
3.592,0.19,-1.20,1.60
3.597,-0.34,-2.54,1.84
3.601,-0.55,-3.29,2.17
3.607,-0.62,-3.41,2.40
3.612,-0.69,-3.03,2.47
3.617,-0.76,-2.49,2.43
3.628,-0.80,-2.07,2.31
3.629,-0.87,-1.83,2.14
3.632,-1.00,-1.75,1.92
3.651,-1.26,-1.80,1.64
3.652,-1.70,-1.80,1.33
3.652,-2.21,-1.56,0.79
3.653,-2.55,-0.86,0.19
3.664,-2.67,-0.14,-0.29
3.665,-2.67,0.45,-0.60
3.666,-2.64,1.24,-0.72
3.677,-2.70,1.99,-0.86
3.678,-2.55,2.29,-1.09
3.681,-2.02,1.76,-1.25
3.687,-1.44,0.67,-1.21
3.692,-1.11,-0.40,-1.02
3.696,-1.06,-1.04,-0.78
3.701,-1.13,-1.30,-0.56
3.711,-1.18,-1.37,-0.40
3.712,-1.19,-1.31,-0.31
3.716,-1.16,-1.19,-0.26
3.733,-1.09,-1.05,-0.19
3.733,-0.98,-0.91,-0.11
3.734,-0.85,-0.75,-0.02
3.744,-0.68,-0.59,0.06
3.745,-0.49,-0.42,0.16
3.746,-0.31,-0.30,0.25
3.751,-0.15,-0.20,0.34
3.757,-0.03,-0.12,0.39
3.761,0.06,-0.08,0.41
3.766,0.11,-0.10,0.41
3.772,0.13,-0.18,0.40
3.776,0.15,-0.33,0.38
3.781,0.16,-0.52,0.36
3.787,0.21,-0.72,0.35
3.792,0.28,-0.90,0.33
3.797,0.36,-1.04,0.31
3.801,0.44,-1.16,0.28
3.811,0.51,-1.26,0.26
3.812,0.54,-1.34,0.24
3.816,0.54,-1.41,0.23
3.835,0.49,-1.49,0.22
3.836,0.42,-1.59,0.19
3.836,0.34,-1.73,0.16
3.837,0.26,-1.93,0.14
3.848,0.22,-2.16,0.12
3.849,0.19,-2.34,0.11
3.851,0.20,-2.39,0.09
3.859,0.24,-2.32,0.08
3.861,0.34,-2.08,0.11
3.866,0.60,-1.62,0.15
3.871,0.91,-1.19,0.21
3.876,1.25,-0.87,0.26
3.881,1.60,-0.56,0.28
3.887,1.88,-0.22,0.29
3.891,2.06,0.08,0.29
3.896,2.11,0.23,0.28
3.901,2.09,0.21,0.26
3.906,2.06,0.05,0.24
3.911,2.08,-0.21,0.24
3.916,2.14,-0.43,0.24
3.924,2.24,-0.52,0.21
3.927,2.41,-0.52,0.18
3.931,2.67,-0.50,0.15
3.936,3.06,-0.50,0.11
3.941,3.50,-0.49,0.06
3.946,3.90,-0.42,0.00
3.951,4.23,-0.32,0.00
