time,wx,wy,wz
2.899,-1.40,-1.13,-0.52
2.904,-1.52,-0.92,-0.40
2.908,-1.64,-0.72,-0.27
2.914,-1.75,-0.55,-0.17
2.919,-1.91,-0.36,-0.09
2.924,-2.05,-0.18,-0.05
2.929,-2.04,-0.15,-0.05
2.934,-1.88,-0.36,-0.13
2.939,-1.66,-0.80,-0.31
2.944,-1.51,-1.25,-0.49
2.949,-1.51,-1.55,-0.61
2.954,-1.61,-1.60,-0.66
2.960,-1.73,-1.51,-0.69
2.964,-1.81,-1.33,-0.71
2.969,-1.87,-1.07,-0.73
2.974,-1.91,-0.76,-0.73
2.979,-1.94,-0.52,-0.69
2.985,-1.98,-0.42,-0.64
2.990,-2.05,-0.44,-0.55
2.994,-2.15,-0.54,-0.45
3.005,-2.26,-0.68,-0.34
3.005,-2.37,-0.86,-0.22
3.010,-2.46,-1.05,-0.11
3.024,-2.53,-1.23,0.01
3.025,-2.58,-1.40,0.10
3.025,-2.61,-1.58,0.17
3.030,-2.63,-1.77,0.24
3.035,-2.64,-1.96,0.29
3.040,-2.67,-2.13,0.33
3.044,-2.71,-2.28,0.37
3.049,-2.75,-2.40,0.41
3.054,-2.76,-2.47,0.43
3.059,-2.77,-2.49,0.44
3.064,-2.77,-2.46,0.45
3.069,-2.74,-2.34,0.47
3.074,-2.68,-2.13,0.50
3.079,-2.60,-1.86,0.54
3.085,-2.49,-1.60,0.57
3.089,-2.41,-1.34,0.59
3.094,-2.37,-1.11,0.59
3.104,-2.36,-0.91,0.56
3.105,-2.36,-0.77,0.52
3.109,-2.36,-0.74,0.47
3.123,-2.36,-0.80,0.42
3.124,-2.37,-0.86,0.37
3.124,-2.40,-0.90,0.33
3.129,-2.43,-0.95,0.28
3.134,-2.44,-1.01,0.23
3.139,-2.44,-1.08,0.18
3.144,-2.43,-1.15,0.14
3.149,-2.39,-1.23,0.10
3.154,-2.33,-1.31,0.06
3.159,-2.27,-1.38,0.04
3.165,-2.22,-1.42,0.04
3.170,-2.18,-1.43,0.05
3.175,-2.15,-1.39,0.07
3.180,-2.10,-1.31,0.11
3.185,-2.06,-1.22,0.15
3.190,-2.02,-1.15,0.19
3.194,-1.99,-1.09,0.25
3.207,-1.98,-1.04,0.30
3.207,-1.95,-1.00,0.36
3.210,-1.91,-0.95,0.42
3.225,-1.87,-0.88,0.46
3.226,-1.83,-0.79,0.48
3.226,-1.81,-0.70,0.46
3.230,-1.82,-0.62,0.40
3.235,-1.85,-0.55,0.30
3.240,-1.86,-0.51,0.16
3.244,-1.84,-0.59,0.01
3.249,-1.84,-0.77,-0.15
3.255,-1.87,-1.00,-0.31
3.259,-1.94,-1.26,-0.45
3.265,-2.03,-1.52,-0.55
3.269,-2.08,-1.77,-0.61
3.274,-2.09,-1.95,-0.65
3.280,-2.06,-2.01,-0.67
3.284,-2.00,-1.95,-0.66
3.289,-1.92,-1.87,-0.61
3.294,-1.84,-1.81,-0.50
3.301,-1.75,-1.74,-0.35
3.304,-1.65,-1.61,-0.19
3.309,-1.55,-1.41,-0.02
3.314,-1.46,-1.15,0.16
3.320,-1.36,-0.90,0.32
3.324,-1.25,-0.73,0.44
3.329,-1.14,-0.68,0.51
3.335,-1.03,-0.74,0.55
3.340,-0.95,-0.87,0.55
3.345,-0.89,-0.99,0.52
3.350,-0.86,-1.04,0.47
3.355,-0.85,-1.01,0.41
3.360,-0.83,-0.90,0.36
3.366,-0.81,-0.78,0.33
3.370,-0.78,-0.69,0.31
3.375,-0.73,-0.66,0.30
3.380,-0.67,-0.70,0.28
3.386,-0.63,-0.79,0.25
3.390,-0.59,-0.89,0.23
3.395,-0.56,-0.97,0.20
3.407,-0.54,-1.01,0.16
3.408,-0.52,-0.99,0.14
3.410,-0.49,-0.93,0.12
3.425,-0.46,-0.86,0.11
3.426,-0.43,-0.80,0.12
3.427,-0.39,-0.76,0.14
3.430,-0.34,-0.75,0.17
3.439,-0.28,-0.75,0.22
3.440,-0.24,-0.77,0.27
3.444,-0.20,-0.81,0.31
3.450,-0.16,-0.84,0.35
