time,wx,wy,wz
2.091,0.90,1.73,0.18
2.097,0.71,1.97,0.29
2.103,0.46,2.04,0.36
2.107,0.22,1.93,0.31
2.111,0.05,1.64,0.15
2.116,-0.03,1.31,-0.01
2.122,-0.06,0.97,-0.12
2.127,-0.10,0.77,-0.14
2.131,-0.17,0.75,-0.04
2.141,-0.26,0.76,0.08
2.142,-0.37,0.74,0.19
2.147,-0.50,0.69,0.28
2.162,-0.63,0.65,0.35
2.163,-0.77,0.61,0.41
2.163,-0.91,0.57,0.48
2.167,-1.02,0.52,0.53
2.172,-1.10,0.49,0.58
2.177,-1.15,0.50,0.63
2.182,-1.19,0.50,0.65
2.187,-1.21,0.50,0.66
2.192,-1.21,0.49,0.64
2.196,-1.19,0.46,0.60
2.203,-1.14,0.41,0.56
2.207,-1.08,0.36,0.53
2.211,-1.02,0.33,0.49
2.216,-0.97,0.33,0.46
2.222,-0.94,0.36,0.43
2.227,-0.91,0.41,0.41
2.232,-0.87,0.48,0.39
2.245,-0.83,0.56,0.38
2.245,-0.79,0.62,0.37
2.247,-0.74,0.68,0.39
2.274,-0.69,0.71,0.43
2.274,-0.64,0.72,0.48
2.275,-0.57,0.69,0.54
2.275,-0.49,0.63,0.61
2.275,-0.42,0.52,0.68
2.277,-0.34,0.37,0.76
2.281,-0.26,0.20,0.82
2.287,-0.18,0.05,0.88
2.292,-0.09,-0.08,0.89
2.297,-0.00,-0.20,0.86
2.302,0.08,-0.28,0.79
2.307,0.14,-0.35,0.72
2.312,0.19,-0.43,0.63
2.317,0.21,-0.52,0.56
2.322,0.22,-0.65,0.49
2.328,0.23,-0.81,0.42
2.332,0.25,-1.01,0.36
2.345,0.27,-1.25,0.29
2.346,0.29,-1.52,0.22
2.348,0.33,-1.77,0.15
2.351,0.38,-1.99,0.09
2.371,0.43,-2.10,0.04
2.373,0.46,-2.07,0.02
2.373,0.47,-1.90,0.02
2.374,0.47,-1.64,0.03
2.377,0.46,-1.32,0.05
2.382,0.46,-0.99,0.08
2.387,0.47,-0.69,0.13
2.392,0.50,-0.43,0.19
2.397,0.53,-0.24,0.25
2.403,0.56,-0.14,0.31
2.407,0.57,-0.12,0.33
2.412,0.58,-0.13,0.33
2.417,0.59,-0.16,0.32
2.423,0.59,-0.20,0.29
2.428,0.60,-0.25,0.26
2.432,0.61,-0.29,0.23
2.445,0.62,-0.34,0.18
2.446,0.64,-0.42,0.13
2.448,0.67,-0.54,0.07
2.452,0.72,-0.75,0.02
2.476,0.79,-1.02,-0.04
2.477,0.87,-1.32,-0.12
2.478,0.97,-1.63,-0.21
2.478,1.06,-1.90,-0.32
2.479,1.14,-2.10,-0.46
2.483,1.22,-2.22,-0.61
2.489,1.31,-2.29,-0.78
2.493,1.41,-2.32,-0.95
2.497,1.52,-2.33,-1.11
2.504,1.66,-2.32,-1.23
2.507,1.82,-2.29,-1.33
2.512,2.02,-2.20,-1.40
2.517,2.23,-2.02,-1.44
2.522,2.42,-1.77,-1.46
2.527,2.56,-1.45,-1.46
2.532,2.64,-1.07,-1.44
2.543,2.67,-0.65,-1.40
2.544,2.66,-0.23,-1.33
2.548,2.60,0.18,-1.25
2.552,2.51,0.45,-1.21
2.572,2.40,0.49,-1.21
2.573,2.23,0.24,-1.26
2.574,2.02,-0.19,-1.37
2.574,1.74,-0.63,-1.54
2.578,1.40,-0.95,-1.73
2.582,1.03,-1.14,-1.87
2.588,0.71,-1.25,-1.93
2.592,0.51,-1.34,-1.90
2.597,0.44,-1.47,-1.78
2.604,0.45,-1.55,-1.54
2.608,0.48,-1.41,-1.25
2.612,0.45,-1.11,-0.98
2.617,0.32,-0.73,-0.83
2.622,0.12,-0.36,-0.75
2.627,-0.03,-0.11,-0.67
2.631,-0.12,0.03,-0.59
2.641,-0.16,0.11,-0.54
2.641,-0.18,0.14,-0.51
2.647,-0.18,0.16,-0.48
2.652,-0.21,0.17,-0.44
2.657,-0.27,0.18,-0.38
2.662,-0.33,0.19,-0.33
2.667,-0.39,0.22,-0.26
2.672,-0.46,0.26,-0.19
2.677,-0.52,0.28,-0.10
2.681,-0.58,0.33,-0.01
2.687,-0.62,0.39,0.09
2.692,-0.66,0.46,0.21
2.696,-0.70,0.53,0.34
2.703,-0.74,0.60,0.46
2.707,-0.79,0.68,0.59
2.712,-0.84,0.76,0.72
2.717,-0.91,0.80,0.86
2.722,-0.97,0.82,0.99
2.727,-1.03,0.83,1.10
2.732,-1.11,0.87,1.21
2.740,-1.22,0.94,1.31
2.742,-1.34,1.01,1.39
2.747,-1.46,1.05,1.43
2.752,-1.58,1.05,1.43
2.757,-1.71,1.05,1.44
2.762,-1.84,1.06,1.47
2.768,-1.96,1.10,1.51
2.773,-2.05,1.15,1.55
2.777,-2.08,1.23,1.59
2.782,-2.06,1.35,1.62
2.787,-1.98,1.55,1.64
2.792,-1.84,1.81,1.65
2.797,-1.63,2.09,1.65
2.802,-1.38,2.38,1.60
2.807,-1.14,2.65,1.51
2.812,-0.95,2.93,1.40
2.817,-0.82,3.17,1.26
2.822,-0.77,3.33,1.12
2.827,-0.81,3.44,0.97
2.832,-0.91,3.54,0.83
2.840,-1.04,3.62,0.72
2.842,-1.15,3.64,0.62
2.847,-1.23,3.57,0.53
2.852,-1.22,3.37,0.46
2.857,-1.09,3.02,0.40
2.862,-0.80,2.45,0.34
2.867,-0.49,1.64,0.24
2.872,-0.32,0.72,0.13
2.877,-0.29,-0.20,0.04
2.882,-0.33,-1.03,-0.03
2.888,-0.38,-1.68,-0.09
2.892,-0.44,-2.06,-0.15
2.897,-0.45,-2.12,-0.17
2.902,-0.41,-1.93,-0.17
2.907,-0.34,-1.60,-0.15
2.912,-0.23,-1.28,-0.14
2.918,-0.08,-1.05,-0.12
2.924,0.07,-0.91,-0.11
2.927,0.24,-0.81,-0.10
2.932,0.42,-0.66,-0.13
2.941,0.57,-0.47,-0.16
2.945,0.69,-0.26,-0.22
2.947,0.80,-0.11,-0.30
2.951,0.87,0.03,-0.37
2.956,0.88,0.19,-0.45
2.962,0.83,0.37,-0.53
2.967,0.69,0.59,-0.57
2.972,0.45,0.89,-0.60
2.977,0.17,1.20,-0.61
2.982,-0.05,1.41,-0.60
2.988,-0.19,1.50,-0.61
2.992,-0.30,1.47,-0.66
2.996,-0.45,1.33,-0.73
3.002,-0.56,1.13,-0.73
3.007,-0.41,0.98,-0.61
3.012,-0.01,0.95,-0.40
3.017,0.40,1.11,-0.21
3.022,0.65,1.33,-0.19
3.027,0.78,1.34,-0.33
3.032,0.93,1.00,-0.57
3.041,1.12,0.46,-0.86
