time,wx,wy,wz
2.528,-0.09,0.05,0.00
2.529,-0.09,0.06,0.00
2.529,-0.10,0.06,0.00
2.530,-0.10,0.08,0.00
2.547,-0.12,0.10,0.01
2.547,-0.14,0.11,0.01
2.548,-0.15,0.14,0.01
2.548,-0.14,0.27,0.02
2.550,-0.08,0.44,0.04
2.555,-0.01,0.47,0.06
2.559,0.01,0.40,0.06
2.567,0.00,0.29,0.04
2.570,-0.02,0.13,0.02
2.576,-0.03,-0.05,0.00
2.580,-0.06,-0.17,0.01
2.586,-0.09,-0.21,0.03
2.591,-0.13,-0.21,0.05
2.595,-0.15,-0.21,0.07
2.605,-0.15,-0.22,0.07
2.605,-0.14,-0.22,0.07
2.611,-0.12,-0.21,0.07
2.615,-0.09,-0.20,0.07
2.620,-0.04,-0.19,0.08
2.624,0.00,-0.18,0.09
2.630,0.05,-0.14,0.12
2.634,0.08,-0.10,0.14
2.640,0.10,-0.06,0.15
2.645,0.11,-0.05,0.16
2.658,0.12,-0.08,0.18
2.658,0.12,-0.11,0.19
2.687,0.10,-0.15,0.19
2.687,0.07,-0.17,0.17
2.687,0.03,-0.20,0.15
2.687,-0.02,-0.24,0.12
2.687,-0.07,-0.28,0.10
2.687,-0.12,-0.28,0.08
2.690,-0.16,-0.26,0.06
2.695,-0.20,-0.23,0.06
2.714,-0.22,-0.18,0.07
2.714,-0.22,-0.13,0.08
2.714,-0.22,-0.09,0.09
2.714,-0.22,-0.05,0.09
2.720,-0.22,-0.01,0.10
2.725,-0.22,0.02,0.10
2.730,-0.23,0.03,0.11
2.735,-0.23,0.03,0.11
2.741,-0.25,0.02,0.12
2.746,-0.27,0.01,0.12
2.751,-0.29,-0.01,0.12
2.755,-0.31,-0.03,0.13
2.760,-0.33,-0.04,0.14
2.766,-0.35,-0.09,0.15
2.771,-0.37,-0.15,0.15
2.776,-0.38,-0.21,0.15
2.780,-0.39,-0.28,0.15
2.785,-0.41,-0.34,0.16
2.790,-0.44,-0.37,0.16
2.795,-0.47,-0.39,0.17
2.801,-0.50,-0.40,0.17
2.806,-0.52,-0.41,0.18
2.810,-0.54,-0.40,0.18
2.816,-0.56,-0.39,0.19
2.820,-0.57,-0.38,0.21
2.825,-0.58,-0.36,0.23
2.830,-0.58,-0.35,0.25
2.835,-0.59,-0.35,0.25
2.840,-0.61,-0.36,0.26
2.845,-0.63,-0.38,0.26
2.850,-0.66,-0.40,0.27
2.855,-0.70,-0.41,0.27
2.861,-0.76,-0.42,0.29
