time,wx,wy,wz
2.472,0.02,0.01,0.04
2.477,0.03,0.00,0.04
2.490,0.02,0.00,0.04
2.491,0.02,-0.00,0.03
2.492,0.02,-0.00,0.03
2.497,0.02,-0.00,0.03
2.515,0.02,-0.00,0.03
2.516,0.02,-0.00,0.02
2.517,0.02,-0.00,0.02
2.518,0.02,-0.00,0.02
2.522,0.02,-0.01,0.02
2.527,0.02,-0.00,0.02
2.532,0.02,-0.00,0.02
2.536,0.02,-0.01,0.02
2.542,0.02,-0.01,0.01
2.546,0.02,-0.01,0.01
2.552,0.01,-0.01,0.01
2.556,0.02,-0.01,0.00
2.561,0.01,-0.01,0.00
2.566,0.01,-0.01,0.00
2.571,0.01,-0.01,0.00
2.576,0.01,-0.01,0.00
2.588,0.00,-0.00,-0.00
2.589,0.01,-0.00,-0.00
2.592,0.01,-0.00,0.00
2.597,0.00,-0.00,-0.00
2.606,0.00,-0.00,-0.00
2.607,0.00,-0.00,-0.00
2.612,-0.00,-0.00,-0.00
2.616,-0.00,-0.00,-0.00
2.621,-0.00,-0.00,-0.01
2.626,-0.01,-0.00,-0.01
2.632,-0.01,-0.00,-0.01
2.636,-0.01,-0.00,-0.01
2.641,-0.01,-0.00,-0.01
2.646,-0.01,-0.00,-0.01
2.652,-0.01,-0.00,-0.01
2.657,-0.01,-0.00,-0.01
2.662,-0.01,-0.00,-0.01
2.667,-0.01,-0.00,-0.01
2.672,-0.01,-0.00,-0.01
2.677,-0.01,0.00,-0.01
2.694,-0.01,0.00,-0.02
2.696,-0.01,0.00,-0.02
2.696,-0.01,0.00,-0.01
2.697,-0.01,0.00,-0.01
2.714,-0.02,-0.00,-0.02
2.715,-0.02,-0.00,-0.02
2.716,-0.01,-0.00,-0.02
2.717,-0.02,-0.00,-0.02
2.722,-0.02,-0.00,-0.02
2.726,-0.02,-0.00,-0.01
2.731,-0.02,-0.00,-0.01
2.739,-0.01,-0.00,-0.01
2.742,-0.01,-0.00,-0.01
2.746,-0.01,-0.00,-0.01
2.751,-0.01,-0.00,-0.01
2.756,-0.01,-0.00,-0.01
2.762,-0.01,0.00,-0.01
2.770,-0.01,0.00,-0.01
2.771,-0.01,0.00,-0.01
2.776,-0.01,0.00,-0.01
2.781,-0.01,0.01,-0.01
2.787,-0.01,0.00,-0.00
2.792,-0.01,0.00,-0.01
2.796,-0.01,0.01,-0.00
2.803,-0.01,0.01,-0.00
2.807,-0.01,0.00,-0.00
2.812,-0.01,-0.00,-0.00
2.817,-0.01,0.00,-0.00
2.822,-0.01,0.00,-0.00
2.827,-0.01,0.00,-0.00
2.834,-0.01,-0.00,0.00
2.838,-0.01,0.00,0.00
2.842,-0.01,0.00,0.00
2.847,-0.01,0.00,0.01
2.853,-0.00,0.01,0.01
2.857,-0.00,0.01,0.01
2.862,-0.00,0.01,0.01
2.867,0.00,0.01,0.00
2.872,0.00,0.00,0.01
2.877,0.00,0.00,0.01
2.883,-0.00,0.00,0.01
2.887,0.00,0.00,0.01
2.892,-0.00,0.00,0.01
2.898,-0.00,-0.00,0.01
2.906,-0.00,0.00,0.01
2.907,0.00,0.01,0.01
2.912,0.00,0.01,0.01
2.928,0.00,0.01,0.01
2.929,0.01,0.01,0.01
2.929,0.01,0.01,0.01
2.942,0.01,0.01,0.01
2.942,0.01,0.01,0.01
2.943,0.01,0.01,0.01
2.947,0.01,0.00,0.01
2.953,0.01,0.00,0.01
2.957,0.01,0.00,0.01
2.962,0.01,0.00,0.00
2.967,0.01,0.00,0.00
2.972,0.01,0.00,0.01
2.977,0.01,-0.00,0.00
2.984,0.01,-0.00,0.00
2.987,0.01,0.00,0.01
2.992,0.01,-0.00,0.00
2.997,0.01,0.00,0.00
3.007,0.01,0.00,0.00
3.008,0.01,0.00,0.00
3.012,0.00,0.00,0.00
3.028,0.01,-0.00,-0.00
3.029,0.01,-0.00,-0.00
3.029,0.00,-0.00,-0.00
3.041,0.00,-0.01,-0.00
3.042,0.00,-0.01,-0.00
3.042,0.00,-0.01,-0.00
3.047,0.00,-0.01,-0.00
3.052,0.00,-0.01,-0.00
3.057,0.00,-0.01,-0.00
3.062,0.00,-0.01,-0.00
3.067,-0.01,-0.01,0.00
3.072,-0.01,0.00,-0.00
3.076,-0.00,-0.00,-0.00
3.085,0.00,-0.00,-0.00
3.088,0.00,-0.00,-0.00
3.093,0.00,-0.00,-0.00
3.097,0.00,0.00,-0.00
3.108,-0.00,-0.00,-0.00
3.108,0.00,-0.00,-0.00
3.113,-0.00,0.00,-0.00
3.131,-0.00,-0.00,-0.00
3.132,-0.00,-0.00,-0.00
3.132,-0.00,-0.00,-0.00
3.133,-0.00,-0.00,-0.01
3.144,-0.01,-0.00,-0.00
3.144,-0.01,-0.00,-0.00
3.146,-0.01,-0.00,-0.01
3.152,-0.01,-0.00,-0.01
3.157,-0.01,-0.00,-0.00
3.162,-0.01,-0.00,-0.00
3.168,-0.01,-0.00,-0.00
3.172,-0.01,0.00,-0.00
3.177,-0.01,-0.00,-0.00
3.182,-0.01,-0.00,-0.00
3.188,-0.01,0.00,-0.00
3.192,-0.01,0.00,-0.00
3.197,-0.01,-0.00,-0.00
3.208,-0.00,-0.00,-0.00
3.209,-0.01,-0.00,-0.00
3.212,-0.00,-0.00,-0.00
3.232,-0.00,0.00,-0.00
