time,wx,wy,wz
2.941,0.02,0.02,-0.01
2.946,0.02,0.02,-0.01
2.951,0.03,0.02,-0.01
2.956,0.02,0.03,0.00
2.960,0.01,0.04,0.01
2.965,0.00,0.05,0.02
2.970,-0.00,0.05,0.03
2.976,-0.02,0.04,0.03
2.981,-0.03,0.05,0.03
2.986,-0.04,0.04,0.03
2.991,-0.05,0.03,0.03
2.996,-0.05,0.02,0.02
3.000,-0.05,0.01,0.01
3.005,-0.04,-0.01,0.01
3.011,-0.04,-0.02,-0.00
3.016,-0.03,-0.01,-0.01
3.021,-0.02,-0.02,-0.01
3.025,-0.00,-0.03,-0.01
3.031,0.01,-0.03,-0.01
3.036,0.02,-0.02,-0.01
3.041,0.02,-0.01,-0.01
3.046,0.01,0.00,0.00
3.051,-0.01,0.02,0.01
3.056,-0.02,0.04,0.01
3.062,-0.03,0.05,0.01
3.066,-0.03,0.05,0.01
3.071,-0.03,0.04,0.01
3.077,-0.04,0.03,0.00
3.081,-0.04,0.02,-0.00
3.085,-0.05,0.02,-0.01
3.091,-0.05,0.01,-0.02
3.096,-0.06,0.01,-0.02
3.101,-0.06,0.01,-0.02
3.105,-0.06,0.01,-0.03
3.111,-0.05,0.01,-0.03
3.116,-0.05,0.01,-0.03
3.121,-0.04,0.02,-0.02
3.126,-0.03,0.03,-0.02
3.131,-0.01,0.03,-0.01
3.136,-0.00,0.03,-0.00
3.142,0.01,0.03,0.00
3.146,0.02,0.03,0.00
3.153,0.02,0.03,0.00
3.157,0.02,0.03,-0.00
3.161,0.02,0.01,-0.01
3.167,0.01,-0.01,-0.01
3.171,0.01,-0.01,-0.02
3.177,0.01,-0.02,-0.02
3.181,0.01,-0.02,-0.02
3.186,0.03,-0.01,-0.02
3.193,0.06,0.00,-0.02
3.197,0.12,0.00,-0.03
3.202,0.20,-0.00,-0.04
3.206,0.28,-0.00,-0.04
3.212,0.36,0.02,-0.03
3.217,0.42,0.06,-0.01
3.221,0.47,0.11,0.01
3.226,0.51,0.14,0.02
3.231,0.54,0.17,0.03
3.236,0.57,0.17,0.02
3.241,0.60,0.15,0.01
3.246,0.63,0.12,-0.01
3.252,0.66,0.09,-0.03
3.257,0.72,0.06,-0.05
3.262,0.80,0.03,-0.07
3.266,0.92,-0.01,-0.10
3.272,1.06,-0.08,-0.12
3.276,1.23,-0.20,-0.14
3.282,1.39,-0.38,-0.15
3.286,1.54,-0.56,-0.15
3.291,1.68,-0.76,-0.10
3.297,1.80,-0.96,0.02
3.301,1.90,-1.14,0.17
3.306,1.97,-1.28,0.33
3.311,2.00,-1.35,0.49
3.317,1.98,-1.36,0.65
3.321,1.90,-1.33,0.79
3.326,1.76,-1.26,0.86
3.332,1.58,-1.14,0.89
3.337,1.36,-1.03,0.92
3.341,1.11,-0.92,0.95
3.347,0.81,-0.77,0.97
3.351,0.49,-0.52,0.97
3.356,0.21,-0.22,0.97
3.362,-0.02,0.08,0.96
3.368,-0.20,0.34,0.95
3.372,-0.31,0.53,0.93
3.377,-0.40,0.66,0.89
3.382,-0.46,0.72,0.83
3.387,-0.51,0.71,0.75
3.393,-0.55,0.65,0.67
3.397,-0.59,0.60,0.58
3.401,-0.63,0.56,0.50
3.407,-0.68,0.53,0.42
3.412,-0.73,0.51,0.36
3.417,-0.78,0.50,0.31
3.422,-0.82,0.52,0.26
3.427,-0.84,0.52,0.23
3.432,-0.85,0.50,0.20
3.437,-0.83,0.45,0.19
3.443,-0.78,0.36,0.19
3.446,-0.72,0.27,0.19
3.452,-0.63,0.16,0.20
3.457,-0.54,0.06,0.22
3.462,-0.46,-0.03,0.24
3.467,-0.40,-0.10,0.27
3.472,-0.37,-0.23,0.31
3.477,-0.36,-0.46,0.35
3.481,-0.37,-0.66,0.38
3.487,-0.43,-0.73,0.40
3.493,-0.50,-0.71,0.40
3.497,-0.59,-0.69,0.38
3.503,-0.65,-0.68,0.36
3.507,-0.70,-0.64,0.32
3.512,-0.73,-0.60,0.29
3.517,-0.75,-0.54,0.26
3.522,-0.76,-0.45,0.23
3.526,-0.77,-0.32,0.21
3.531,-0.77,-0.17,0.20
3.537,-0.78,-0.04,0.18
3.542,-0.79,0.07,0.16
3.547,-0.79,0.16,0.15
3.552,-0.78,0.22,0.13
3.557,-0.77,0.26,0.12
3.564,-0.75,0.29,0.11
3.567,-0.74,0.33,0.10
3.572,-0.71,0.39,0.07
3.577,-0.68,0.46,0.03
3.582,-0.65,0.50,-0.01
3.587,-0.62,0.53,-0.04
3.592,-0.60,0.57,-0.05
3.597,-0.58,0.62,-0.04
3.602,-0.55,0.67,-0.04
3.607,-0.52,0.72,-0.03
3.612,-0.49,0.75,-0.01
3.617,-0.46,0.74,0.00
3.622,-0.44,0.71,0.01
3.627,-0.42,0.65,0.02
3.633,-0.41,0.58,0.02
3.637,-0.40,0.51,0.01
3.642,-0.39,0.43,-0.03
3.647,-0.39,0.37,-0.07
3.652,-0.39,0.34,-0.11
3.657,-0.39,0.33,-0.16
3.663,-0.37,0.31,-0.21
3.667,-0.35,0.29,-0.26
3.673,-0.32,0.24,-0.30
3.678,-0.28,0.19,-0.34
3.682,-0.25,0.14,-0.36
3.687,-0.21,0.11,-0.37
3.692,-0.17,0.07,-0.35
3.698,-0.15,0.02,-0.31
3.702,-0.13,-0.04,-0.26
3.708,-0.13,-0.09,-0.20
3.712,-0.13,-0.14,-0.13
3.716,-0.15,-0.17,-0.07
3.721,-0.17,-0.19,-0.01
3.726,-0.19,-0.19,0.04
3.732,-0.22,-0.18,0.07
3.736,-0.25,-0.16,0.10
3.741,-0.28,-0.13,0.10
3.746,-0.31,-0.10,0.10
3.751,-0.33,-0.06,0.09
3.756,-0.36,-0.02,0.08
3.761,-0.37,0.02,0.07
3.766,-0.38,0.05,0.07
3.772,-0.38,0.07,0.07
3.777,-0.36,0.10,0.07
3.781,-0.33,0.13,0.06
3.786,-0.29,0.16,0.05
3.791,-0.24,0.17,0.04
3.796,-0.18,0.17,0.02
3.801,-0.13,0.17,0.00
3.806,-0.07,0.18,-0.03
3.812,-0.01,0.19,-0.06
3.816,0.05,0.18,-0.10
3.821,0.11,0.17,-0.13
3.826,0.17,0.16,-0.17
3.831,0.22,0.17,-0.20
3.837,0.28,0.19,-0.23
3.841,0.33,0.20,-0.26
3.847,0.38,0.20,-0.28
3.851,0.43,0.19,-0.29
3.857,0.47,0.18,-0.28
3.861,0.51,0.17,-0.26
3.867,0.52,0.17,-0.23
3.872,0.53,0.18,-0.19
3.877,0.51,0.18,-0.15
3.881,0.49,0.18,-0.10
3.887,0.46,0.17,-0.06
3.891,0.41,0.17,-0.02
3.897,0.36,0.16,0.00
3.902,0.30,0.15,0.01
3.906,0.24,0.14,0.01
3.912,0.18,0.12,-0.01
3.917,0.14,0.09,-0.02
3.922,0.09,0.07,-0.05
3.927,0.06,0.04,-0.07
3.932,0.03,0.02,-0.10
3.937,0.02,-0.00,-0.12
3.941,0.00,-0.01,-0.15
3.947,-0.01,-0.02,-0.18
3.954,-0.01,-0.03,-0.21
3.957,-0.01,-0.04,-0.23
3.961,-0.02,-0.05,-0.24
3.968,-0.03,-0.05,-0.24
3.972,-0.04,-0.05,-0.23
3.978,-0.06,-0.05,-0.20
3.982,-0.07,-0.04,-0.13
3.987,-0.08,-0.02,-0.06
3.992,-0.08,-0.02,-0.00
3.998,-0.08,-0.02,0.05
4.003,-0.08,-0.02,0.09
4.007,-0.08,-0.03,0.13
